;;;;;;;;;سعودي;سعودي;سعودي;غير سعودي;غير سعودي;غير سعودي;المجموع;المجموع;المجموع;NA
YR;SS;DS;IT;IN;CO;SE;SP;SSYS;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;ذكر ;أنثى ;جملة ;GE
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الهندسة ;العلوم في الهندسة المدنية  ;الهندسة المدنية;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الهندسة ;العلوم في الهندسة المدنية  ;الهندسة المدنية;جملة;4;0;4;0;0;0;4;0;4;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;جملة;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;جملة;جملة;ماجستير;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;جملة;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;جملة;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;جملة;جملة;جملة;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;جملة;ماجستير;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;جملة;جملة;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;علوم حاسب;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;علوم حاسب;ماجستير;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;علوم حاسب;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;علوم حاسب;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;علوم الحاسب الآلي;علوم حاسب;علوم حاسب;جملة;0;6;6;0;0;0;0;6;6;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الإجمالي الكلي;جملة;جملة;دبلومعالٍ;1067;1019;2086;0;1;1;1067;1020;2087;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الإجمالي الكلي;جملة;جملة;ماجستير;80;233;313;24;8;32;104;241;345;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الإجمالي الكلي;جملة;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الإجمالي الكلي;جملة;جملة;دكتوراه;9;6;15;6;1;7;15;7;22;
1435-1434;fr;pg;جامعة القصيم دراسات عليا;جامعة القصيم دراسات عليا;الإجمالي الكلي;جملة;جملة;جملة;1156;1258;2414;30;10;40;1186;1268;2454;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;جملة;جملة;دبلومعالٍ;80;113;193;0;0;0;80;113;193;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;جملة;جملة;ماجستير;68;199;267;0;1;1;68;200;268;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;جملة;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;جملة;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;جملة;جملة;جملة;148;312;460;0;1;1;148;313;461;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;جملة;ماجستير;6;8;14;0;0;0;6;8;14;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;جملة;جملة;6;8;14;0;0;0;6;8;14;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;أصول التربية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;أصول التربية;ماجستير;6;8;14;0;0;0;6;8;14;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;أصول التربية;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;أصول التربية;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;أصول التربية;أصول التربية;جملة;6;8;14;0;0;0;6;8;14;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;جملة;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;جملة;ماجستير;51;176;227;0;0;0;51;176;227;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;جملة;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;جملة;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;جملة;جملة;51;176;227;0;0;0;51;176;227;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم الإسلامية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم الإسلامية;ماجستير;11;28;39;0;0;0;11;28;39;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم الإسلامية;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم الإسلامية;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم الإسلامية;جملة;11;28;39;0;0;0;11;28;39;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم ;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم ;ماجستير;8;38;46;0;0;0;8;38;46;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم ;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم ;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس العلوم ;جملة;8;38;46;0;0;0;8;38;46;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس الرياضيات;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس الرياضيات;ماجستير;10;24;34;0;0;0;10;24;34;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس الرياضيات;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس الرياضيات;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس الرياضيات;جملة;10;24;34;0;0;0;10;24;34;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة العربية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة العربية;ماجستير;17;38;55;0;0;0;17;38;55;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة العربية;زمالة;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة العربية;دكتوراه;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة العربية;جملة;17;38;55;0;0;0;17;38;55;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة الإنجليزية;دبلومعالٍ;0;0;0;0;0;0;0;0;0;
1435-1434;fr;pg;جامعة طيبة دراسات عليا;جامعة طيبة دراسات عليا;التربية;المناهج وطرق التدريس;مناهج وطرق تدريس اللغة الإنجليزية;ماجستير;3;16;19;0;0;0;3;16;19;
